"","time","Sus1","Exp1","Inf1","Rec1","SusV","ExpV","InfV","Sus2","Exp2","Inf2","Rec2","Total1","Total2","TotalV"
"107",106,283.112802130736,0.197568057672401,0.499887225256996,0.189742586334659,4999.50902635306,0.424250201634462,1.06672344530577,133.378907498434,0.36006272293765,0.913722263335518,0.347307515293239,284,135,5001
"108",107,283.103120239776,0.199242768335667,0.504784040994812,0.192852950893742,4999.49375182253,0.428915810778788,1.07733236669022,133.36131109979,0.363082177740373,0.922619001896543,0.352987720572802,284,135,5001
"109",108,283.093354512239,0.200948009349017,0.509716212256019,0.195981266156296,4999.478336364,0.433595446182828,1.08806818982358,133.343564449154,0.366156502084988,0.931578805343963,0.358700243417347,284,135,5001
"110",109,283.083503770458,0.202683616372671,0.514684902053839,0.199127711115361,4999.46277927338,0.438290345924402,1.09893038070096,133.325665459874,0.369285372001591,0.940603767889568,0.364445400234873,284,135,5001
"111",110,283.073566844316,0.204449427515497,0.51969125371182,0.202292474456755,4999.44707978546,0.443001742453104,1.10991847208971,133.307612060461,0.372468467710382,0.949695946889544,0.370223524938678,284,135,5001
"112",111,283.063542570624,0.206245283911549,0.5247363911961,0.205475754268349,4999.43123707569,0.447730861750443,1.12103206256377,133.289402193478,0.375705474666929,0.958857363445992,0.376034968409415,284,135,5001
"113",112,283.053429792515,0.208071030257967,0.529821419472086,0.208677757755663,4999.41525026194,0.452478922558882,1.13227081550761,133.271033814442,0.378996084536423,0.968090003052694,0.381880097968719,284,135,5001
"114",113,283.043227358837,0.209926515315807,0.534947424883404,0.211898700963956,4999.39911840623,0.457247135677097,1.14363445809341,133.252504890754,0.382339996099835,0.977395816281209,0.387759296864689,284,135,5001
"115",114,283.032934123567,0.21181159237536,0.540115475551116,0.21513880850695,4999.38284051645,0.462036703318853,1.15512278023487,133.233813400632,0.385736916094822,0.986776719503588,0.393672963769513,284,135,5001
"116",115,283.022548945219,0.213726119687453,0.545326621791253,0.218398313302325,4999.36641554795,0.466848818532887,1.16673563352115,133.214957332068,0.389186559994123,0.996234595648167,0.399621512289441,284,135,5001
"117",116,283.012070686275,0.215669960862195,0.550581896548837,0.221677456314077,4999.34984240519,0.471684664681257,1.17847293013397,133.195934681803,0.392688652724137,1.00577129498506,0.405605370487312,284,135,5001
"118",117,283.001498212615,0.217642985236601,0.555882315846639,0.224976486301837,4999.33311994328,0.476545414973664,1.19033464175095,133.176743454318,0.396242929326314,1.01538863593815,0.411624980417779,284,135,5001
"119",118,282.990830392964,0.219645068212478,0.561228879247018,0.228295659577215,4999.31624696951,0.481432232055259,1.20232079843804,133.15738166084,0.399849135563891,1.02508840592056,0.417680797675358,284,135,5001
"120",119,282.980066098342,0.221676091565919,0.566622570325259,0.231635239767224,4999.29922224482,0.486346267645556,1.21443148753378,133.137847318378,0.403507028476442,1.03487236219061,0.423773290955389,284,135,5001
"121",120,282.969204201533,0.22373594372971,0.572064357152917,0.234995497584817,4999.28204448525,0.491288662226067,1.22666685252784,133.118138448762,0.407216376884672,1.0447422327257,0.429902941627982,284,135,5001
"122",121,282.958243576554,0.225824520049945,0.577555192789762,0.238376710606559,4999.26471236329,0.496260544774358,1.2390270919364,133.098253077716,0.410976961847757,1.05469971711136,0.436070243324965,284,135,5001
"123",122,282.947183098142,0.227941723018052,0.583096015782967,0.241779163057448,4999.24722450928,0.501263032542276,1.25151245817664,133.078189233942,0.414788577075526,1.06474648744303,0.442275701539859,284,135,5001
"124",123,282.936021641246,0.230087462479464,0.588687750672293,0.245203145602871,4999.22957951268,0.506297230876135,1.26412325644234,133.057944948223,0.41865102929766,1.07488418923844,0.448519833240863,284,135,5001
"125",124,282.92475808053,0.232261655820717,0.59433130850324,0.248648955146625,4999.21177592335,0.511364233076737,1.27685984357616,133.037518252548,0.422564138593171,1.08511444236377,0.454803166494829,284,135,5001
"126",125,282.913391289888,0.234464228135257,0.600027587339637,0.252116894637201,4999.19381225275,0.516465120295997,1.2897226269555,133.016907179254,0.426527738680817,1.09543884195857,0.461126240106348,284,135,5001
"127",126,282.901920141984,0.236695112363223,0.605777472766102,0.255607272886644,4999.17568697511,0.521600961475111,1.30271206341414,132.996109760216,0.430541677162026,1.10585895934183,0.467489603279938,284,135,5001
"128",127,282.890343507769,0.238954249424595,0.611581838422143,0.259120404384109,4999.15739852859,0.526772813305959,1.3158286581057,132.975124026003,0.434605815750695,1.11637634297469,0.473893815272081,284,135,5001
"129",128,282.878660256032,0.241241588326152,0.617441546517858,0.262656609124355,4999.13894531635,0.531981720231778,1.32907296341983,132.953948005084,0.438720030455425,1.12699251938945,0.480339445070748,284,135,5001
"130",129,282.866869252955,0.243557086252386,0.623357448350845,0.266216212442424,4999.12032570762,0.537228714476755,1.3424455779068,132.932579723062,0.442884211732134,1.13770899412019,0.486827071086147,284,135,5001
"131",130,282.854969361681,0.245900708641149,0.629330384823407,0.269799544854539,4999.10153803869,0.542514816103073,1.35594714521184,132.911017201905,0.447098264608523,1.14852725263343,0.493357280852743,284,135,5001
"132",131,282.842959441892,0.248272429244199,0.635361186958169,0.27340694190569,4999.08258061388,0.5478410330945,1.36957835302341,132.889258459221,0.451362108780723,1.15944876125519,0.499930670743428,284,135,5001
"133",132,282.830838349392,0.250672230173595,0.641450676411223,0.277038744023848,4999.0634517065,0.553208361464715,1.38333993203662,132.867301507527,0.455675678683856,1.17047496809316,0.506547845695715,284,135,5001
"134",133,282.818604935703,0.253100101934761,0.647599665982131,0.280695296380728,4999.04414955968,0.558617785388774,1.39723265493299,132.84514435356,0.460038923538037,1.18160730395248,0.513209418949823,284,135,5001
"135",134,282.806258047685,0.255556043446753,0.653808960106168,0.284376948762561,4999.02467238724,0.564070277351447,1.41125733540498,132.822784997605,0.464451807371153,1.19284718321895,0.519916011805167,284,135,5001
"136",135,282.79379652712,0.258040062052682,0.66007935539383,0.288084055433772,4999.00501837457,0.569566798331613,1.42541482709667,132.800221432789,0.468914309021958,1.20419600482639,0.526668253363025,284,135,5001
